Date,MMM,ABT,ABBV
2014-08-25,134.09741589921,39.453289992353,49.788803005661
2014-08-26,134.00474318608,39.703993411933,49.681864463319
2014-08-27,133.39310327942,39.555428422552,49.637306737343
2014-08-28,133.43017236467,39.323295626645,49.54819128539
2014-08-29,133.4487069073,39.221157196446,49.263021839144
2014-09-02,133.65258687618,39.21187188461,49.075879390044
2014-09-03,133.28189602366,39.703993411933,49.467987378634
2014-09-04,133.08728332609,39.83398777764,49.494722014219
2014-09-05,133.63405233356,39.880414336822,49.851183822028
2014-09-08,134.27349405416,39.750419971114,49.521456649805
2014-09-09,133.8750013877,39.768990594786,50.751249886744
2014-09-10,134.04181227133,39.83398777764,50.965126971429
2014-09-11,133.77306140325,39.518287175207,51.553288954314
2014-09-12,133.39310327942,39.509001863371,51.580023589899
2014-09-15,133.89353593032,39.666852164587,51.624581315875
2014-09-16,134.2364249689,39.83398777764,52.221654843955
2014-09-17,134.71832307718,40.279682745782,53.130632453867
2014-09-18,136.08061196019,40.567527412707,52.979136185548
2014-09-19,135.9416028905,40.474674294344,52.631585922935
2014-09-22,135.03341030182,40.298253369454,52.319681841102
2014-09-23,133.79159594588,39.462575304189,51.294854143652
2014-09-24,134.26422678284,39.583284358061,52.622674377739
2014-09-25,132.04008166772,38.998309712375,51.686962132242
2014-09-26,131.98447803984,39.007595024212,52.747436010472
2014-09-29,131.77133079964,38.905456594012,52.150362482393
2014-09-30,131.29869996268,38.617611927088,51.473085047557
2014-10-01,128.98188213443,38.2369141418,51.00077315221
2014-10-02,128.50925129747,38.264770077309,50.501726621278
2014-10-03,129.89934199442,38.803318163813,52.301858750712
2014-10-06,130.05688560674,39.332580938481,51.517642773533
2014-10-07,127.59179143748,38.496902873216,50.483903530888
2014-10-08,131.04848363723,39.128304078083,51.989954668879
2014-10-09,128.48144948353,38.654753174433,50.546284347254
2014-10-10,124.02389198197,38.775462228305,49.361048836291
2014-10-13,123.16203574986,38.196723986091,48.148798228159
2014-10-14,124.34824647793,38.327406814978,48.606759569009
2014-10-15,124.38531556318,37.347285598326,49.055741275724
2014-10-16,125.15449908216,37.328616622771,47.502264570489
2014-10-17,127.33230784071,38.140717059425,47.924307374802
2014-10-20,127.51765326697,38.700786326083,48.85818932477
2014-10-21,130.6036546142,39.568893689404,50.54636054202
2014-10-22,128.76873489423,38.822134667193,51.094118224212
2014-10-23,134.42177039516,39.606231640514,53.446782367401
2014-10-24,137.70238443997,39.634235103847,54.138214195743
2014-10-27,138.60130975733,39.428876372739,54.317806878429
2014-10-28,139.99140045428,39.671573054958,54.712910780338
2014-10-29,139.94506409772,39.895600761621,53.859845537579
2014-10-30,140.95519667083,40.595687344944,54.937401633696
2014-10-31,142.50283098011,40.68903222272,56.984758216318
2014-11-03,142.06726922839,40.408997589391,56.796185899498
2014-11-04,143.68904170817,40.707701198275,56.266387485574
2014-11-05,144.2821470722,40.754373637164,56.158631875962
2014-11-06,144.61576883947,40.782377100497,56.311285656245
2014-11-07,145.07913240512,40.483673491612,55.224749925994
